R_a R_b
28626056806401828716544 2000000000000000000000000

time order amount currency
103 BUY 399131737836880330752 BNB
104 BUY 337070337708402802688 BNB
105 BUY 55070975049431580672 BNB
106 SELL 398810124752344580096 BNB
107 SELL 421886324025585041408 BNB
108 SELL 121801087827436273664 BNB
109 BUY 67992444821717073920 BNB
110 SELL 198204763212444958720 BNB
111 BUY 583459033839855665152 BNB
112 SELL 168534366586060046336 BNB
113 BUY 299399145705465315328 BNB
114 BUY 734863245551638151168 BNB
115 BUY 207038431089636999168 BNB
116 BUY 212028972893036544000 BNB
117 BUY 91855778855453540352 BNB
118 BUY 215383805707893768192 BNB
119 SELL 407987815884407635968 BNB
120 BUY 38874097358089781248 BNB
121 SELL 379422153791816531968 BNB
122 BUY 402449507759436529664 BNB
123 BUY 143912957208645828608 BNB
124 BUY 123817771712063406080 BNB
125 SELL 392188159960598577152 BNB
126 SELL 201383137909997469696 BNB
127 SELL 367922580049740627968 BNB
128 SELL 407306541741283606528 BNB
129 BUY 28567616283922690048 BNB
130 SELL 9231295782403321856 BNB
131 SELL 467559299697379180544 BNB
132 BUY 183349011569047437312 BNB
133 BUY 305261452775110213632 BNB
134 BUY 77530734554926317568 BNB
135 SELL 194917758528641564672 BNB
136 BUY 408215571983004336128 BNB
137 SELL 553335713571326787584 BNB
138 BUY 259773179890486050816 BNB
139 SELL 332918023127593189376 BNB
140 BUY 154079769491796459520 BNB
141 SELL 29599738035729387520 BNB
142 BUY 52311878604905357312 BNB
143 BUY 520707996017335992320 BNB
144 SELL 575510694160362635264 BNB
145 BUY 86765674229405696000 BNB
146 BUY 204345622907654602752 BNB
147 BUY 298717642031380824064 BNB
148 BUY 179079615539336380416 BNB
149 SELL 722992133368770723840 BNB
150 BUY 505572470152255832064 BNB
151 SELL 275610414533330173952 BNB
152 BUY 484854383552796229632 BNB
153 SELL 30965356994107424768 BNB
154 BUY 60389115852671238144 BNB
155 BUY 283856050461537959936 BNB
156 SELL 219259515161640599552 BNB
157 SELL 259283217863277969408 BNB
158 BUY 777471369528866504704 BNB
159 BUY 129275238709968109568 BNB
160 SELL 324286581504777125888 BNB
161 BUY 452813570355079741440 BNB
162 SELL 220516792676891787264 BNB
163 BUY 19519267449395556352 BNB
164 SELL 358864268971203297280 BNB
165 SELL 105450121570873311232 BNB
166 SELL 5946093240465416192 BNB
167 SELL 179359644636533620736 BNB
168 SELL 101364681674684104704 BNB
169 BUY 222940875931275526144 BNB
170 BUY 168795582282138648576 BNB
171 BUY 162355696947535773696 BNB
172 BUY 49377000117841813504 BNB
173 BUY 175067762432350715904 BNB
174 BUY 73700390652000354304 BNB
175 BUY 297966236925425614848 BNB
176 BUY 113706721651255066624 BNB
177 BUY 157509743073787838464 BNB
178 BUY 221665110461326557184 BNB
179 SELL 276702466196886224896 BNB
180 SELL 76850496668834234368 BNB
181 BUY 22619322474696675328 BNB
182 SELL 110591562662000803840 BNB
183 SELL 24092663398474543104 BNB
184 SELL 262970944381886496768 BNB
185 SELL 147949295928599904256 BNB
186 SELL 89662658863016984576 BNB
187 BUY 215445780916154040320 BNB
188 BUY 119760690001883627520 BNB
189 BUY 236330923495155728384 BNB
190 BUY 183052558389634203648 BNB
191 BUY 129541377677789577216 BNB
192 BUY 383588330705410064384 BNB
193 SELL 387969929405051502592 BNB
194 SELL 117940212968151171072 BNB
195 BUY 92320558771902136320 BNB
196 BUY 74928724677458378752 BNB
197 SELL 12688141594502668288 BNB
198 BUY 84057970281442983936 BNB
199 BUY 204484333227152080896 BNB
200 SELL 394618084082943852544 BNB
201 SELL 119747927266576875520 BNB
202 BUY 355794866378691969024 BNB
203 SELL 335270760587642142720 BNB
204 BUY 168240955647605014528 BNB
205 SELL 56052575700119633920 BNB
206 SELL 77624400270728069120 BNB
207 SELL 480869348655680389120 BNB
208 SELL 165636622334728601600 BNB
209 BUY 58158853807221022720 BNB
210 BUY 142911558133382643712 BNB
211 SELL 235303915743104892928 BNB
212 BUY 320444325474192719872 BNB
213 BUY 255872052987157086208 BNB
214 BUY 41015154764365430784 BNB
215 BUY 177926539976902868992 BNB
216 SELL 31762938024865435648 BNB
217 SELL 190791982969389219840 BNB
218 BUY 1226439427075092736 BNB
219 BUY 34932421919045738496 BNB
220 SELL 280186692325907628032 BNB
221 SELL 70692146486791897088 BNB
222 BUY 191324237714921750528 BNB
223 BUY 137295280200276459520 BNB
224 SELL 123044851104299597824 BNB
225 SELL 483632863610149797888 BNB
226 SELL 536106464682536140800 BNB
227 BUY 328396095102860263424 BNB
228 SELL 313160470174723735552 BNB
229 BUY 8742354697787959296 BNB
230 BUY 170782784700815671296 BNB
231 SELL 43460538254272249856 BNB
232 BUY 58608900562565398528 BNB
233 SELL 101485801046303096832 BNB
234 SELL 383449107866003046400 BNB
235 BUY 222281733969164632064 BNB
236 SELL 93257718166885744640 BNB
237 BUY 91407110143936741376 BNB
238 SELL 253956647924951547904 BNB
239 BUY 38148993273414819840 BNB
240 BUY 442040550202371407872 BNB
241 BUY 161255323951834726400 BNB
242 SELL 150904030430850973696 BNB
243 BUY 328799599155689095168 BNB
244 SELL 51901356167883931648 BNB
245 BUY 303613110008249319424 BNB
246 SELL 262357706273523957760 BNB
247 BUY 392542057870301528064 BNB
248 BUY 348179097847634722816 BNB
249 SELL 221528364671932661760 BNB
250 SELL 25359170987871039488 BNB
251 SELL 396784985832840888320 BNB
252 BUY 51239282327169351680 BNB
253 BUY 244003476753689018368 BNB
254 SELL 101707339614640652288 BNB
255 BUY 92952180287273222144 BNB
256 BUY 466360297330644221952 BNB
257 BUY 63509765813851119616 BNB
258 SELL 22334305608328577024 BNB
259 SELL 49828571692531113984 BNB
260 BUY 119075313926776291328 BNB
261 SELL 329897470692907548672 BNB
262 BUY 447010356098948268032 BNB
263 SELL 220553791759855812608 BNB
264 SELL 365419890702865793024 BNB
265 BUY 28085433156866203648 BNB
266 SELL 114348276993412579328 BNB
267 SELL 254593746036665843712 BNB
268 SELL 390823551229223108608 BNB
269 SELL 242570762433315405824 BNB
270 SELL 72221773164448677888 BNB
271 BUY 529708640787510394880 BNB
272 BUY 157049441183091392512 BNB
273 SELL 151340949936075046912 BNB
274 BUY 276570268341260091392 BNB
275 BUY 41147501509392891904 BNB
276 SELL 198777962312233287680 BNB
277 SELL 564462753248779304960 BNB
278 SELL 43939097479145857024 BNB
279 SELL 6319527975309029376 BNB
280 BUY 165653606198640771072 BNB
281 SELL 75907364733284335616 BNB
282 BUY 23516809580629344256 BNB
283 BUY 234136730164555055104 BNB
284 SELL 24718149446227472384 BNB
285 BUY 192564568947567755264 BNB
286 SELL 306622194841314918400 BNB
287 BUY 114024334515182993408 BNB
288 SELL 53552855304307744768 BNB
289 SELL 378739099115155095552 BNB
290 SELL 453483244167127826432 BNB
291 BUY 78986859809378074624 BNB
292 SELL 135416802264822759424 BNB
293 SELL 271810234243133898752 BNB
294 BUY 269890594750704615424 BNB
295 BUY 291535320637129195520 BNB
296 BUY 447007925220066656256 BNB
297 SELL 49911360992638943232 BNB
298 BUY 94020889047580573696 BNB
299 SELL 384448332778996695040 BNB
300 SELL 363634509724666691584 BNB
301 SELL 118804132059398406144 BNB
302 SELL 230530719408299769856 BNB
303 BUY 234775325522507038720 BNB
304 SELL 39321222558559387648 BNB
305 SELL 277153394805907750912 BNB
306 BUY 375077366404821090304 BNB
307 BUY 27122306004606799872 BNB
308 SELL 125342710370412527616 BNB
309 BUY 93593213268362887168 BNB
310 BUY 28219583716498165760 BNB
311 SELL 276259141055325011968 BNB
312 BUY 152986479163191689216 BNB
313 SELL 320911560606004084736 BNB
314 BUY 94234245242132594688 BNB
315 SELL 82670414149848514560 BNB
316 BUY 89158629567893520384 BNB
317 SELL 482967203623535181824 BNB
318 BUY 554749817900370558976 BNB
319 BUY 68348319900804202496 BNB
320 BUY 130444223454756864000 BNB
321 BUY 408852556972182339584 BNB
322 SELL 233726781433975701504 BNB
323 SELL 401264754127172665344 BNB
324 BUY 45002475407563907072 BNB
325 SELL 402507914028599738368 BNB
326 BUY 86590251624154923008 BNB
327 SELL 260775900547185311744 BNB
328 BUY 338406949785683558400 BNB
329 BUY 442418174870104834048 BNB
330 BUY 242594435190883811328 BNB
331 SELL 644483262598252593152 BNB
332 BUY 116413786395525677056 BNB
333 SELL 338727821124204625920 BNB
334 BUY 116246479278979678208 BNB
335 SELL 281586385109465497600 BNB
336 BUY 182296151739854389248 BNB
337 BUY 383586718644637597696 BNB
338 SELL 182501882369553629184 BNB
339 SELL 48004331095169622016 BNB
340 BUY 193160853286681214976 BNB
341 SELL 656188511948275843072 BNB
342 BUY 5520612773332686848 BNB
343 BUY 251339501912782012416 BNB
344 SELL 57933922450858516480 BNB
345 BUY 238017749070877458432 BNB
346 SELL 218054027271489748992 BNB
347 SELL 59708495216465960960 BNB
348 BUY 180490776042039214080 BNB
349 BUY 38232074981686312960 BNB
350 SELL 769042344046465646592 BNB
351 BUY 629652326475599708160 BNB
352 BUY 134326207005546168320 BNB
353 SELL 862962966169321603072 BNB
354 BUY 21690988814581944320 BNB
355 SELL 50035149529576300544 BNB
356 BUY 274409474284831965184 BNB
357 BUY 493264311255836196864 BNB
358 BUY 620412464745819275264 BNB
359 BUY 350182313884815785984 BNB
360 SELL 56377649712812851200 BNB
361 BUY 372016355912808660992 BNB
362 BUY 300852736695062036480 BNB
363 SELL 199876806188894978048 BNB
364 SELL 21281790584180273152 BNB
365 SELL 159116077040980590592 BNB
366 SELL 271582367555991371776 BNB
367 BUY 480614218760922071040 BNB
368 BUY 97247320009137176576 BNB
369 BUY 157058518359237492736 BNB
370 BUY 662306696562285608960 BNB
371 SELL 30548814332563779584 BNB
372 SELL 81130012139088642048 BNB
373 SELL 55595006895677218816 BNB
374 BUY 73280202243324313600 BNB
375 SELL 269139056679487111168 BNB
376 SELL 540284282018546944 BNB
377 SELL 122573527918277246976 BNB
378 BUY 390394899197479419904 BNB
379 SELL 34459525988862877696 BNB
380 BUY 313641678585274368000 BNB
381 BUY 82729709299070238720 BNB
382 SELL 269295267309269549056 BNB
383 SELL 46062460000768622592 BNB
384 SELL 37646547546170040320 BNB
385 SELL 191203468613199233024 BNB
386 BUY 119847811232502857728 BNB
387 BUY 152182173436318416896 BNB
388 SELL 78685870163899383808 BNB
389 BUY 398181770970426441728 BNB
390 SELL 201656209037901135872 BNB
391 SELL 223791385211563474944 BNB
392 SELL 210959470448167845888 BNB
393 SELL 90306580908873007104 BNB
394 SELL 79312752068501143552 BNB
395 SELL 74577485736739618816 BNB
396 BUY 127524057974987948032 BNB
397 SELL 159758768715262689280 BNB
398 SELL 194231726646467002368 BNB
399 SELL 264746833960129167360 BNB
400 SELL 20724132339044446208 BNB
401 BUY 344653345687351263232 BNB
402 SELL 91147697542706741248 BNB
403 SELL 81054511553109475328 BNB
404 SELL 5467503519055753216 BNB
405 BUY 53548194621464059904 BNB
406 SELL 471845436648363851776 BNB
407 SELL 535533200805701222400 BNB
408 SELL 350084693457611128832 BNB
409 BUY 563708627722069671936 BNB
410 BUY 482778447716180361216 BNB
411 SELL 282806126762858184704 BNB
412 SELL 215889086233095438336 BNB
413 BUY 222843396491396546560 BNB
414 SELL 149666107110137102336 BNB
415 BUY 544897102195231096832 BNB
416 SELL 119295008027547729920 BNB
417 SELL 410190367481613058048 BNB
418 BUY 73306189193986940928 BNB
419 SELL 658935547795874250752 BNB
420 SELL 132557269130182246400 BNB
421 SELL 1695109299926116352 BNB
422 SELL 441177122192249978880 BNB
423 BUY 269997015584853229568 BNB
424 BUY 109514812392164458496 BNB
425 SELL 101643719818261168128 BNB
426 BUY 162112342938136870912 BNB
427 SELL 549869528202598285312 BNB
428 BUY 38924920722332901376 BNB
429 SELL 78922384955287273472 BNB
430 SELL 130485522299528380416 BNB
431 SELL 194998843401845080064 BNB
432 SELL 178278813552198713344 BNB
433 SELL 2617555799512047104 BNB
434 BUY 87773437495190585344 BNB
435 BUY 118527850238209785856 BNB
436 SELL 497948838856707866624 BNB
437 SELL 265814453621740535808 BNB
438 SELL 217505370759685308416 BNB
439 BUY 869089502733833732096 BNB
440 SELL 314947954669019987968 BNB
441 SELL 216877735022808334336 BNB
442 BUY 643006343406810693632 BNB
443 SELL 151951760769796243456 BNB
444 BUY 690692960495249260544 BNB
445 SELL 841769203369411084288 BNB
446 SELL 629699264089376817152 BNB
447 BUY 587861139310352859136 BNB
448 SELL 280474299737918046208 BNB
449 BUY 750458921173503705088 BNB
450 BUY 178697268113446633472 BNB
451 SELL 18901794632904056832 BNB
452 SELL 153964367796630552576 BNB
453 SELL 196923317760745701376 BNB
454 BUY 196504552450624028672 BNB
455 BUY 328662268410837008384 BNB
456 BUY 206925023308114755584 BNB
457 SELL 451084088266488807424 BNB
458 SELL 354834741702823510016 BNB
459 SELL 234513384386071265280 BNB
460 SELL 8643546282077295616 BNB
461 BUY 62549822604836659200 BNB
462 SELL 270152339135773212672 BNB
463 SELL 327613108789959393280 BNB
464 BUY 223985070839076782080 BNB
465 SELL 669878045692272312320 BNB
466 SELL 304106611000512217088 BNB
467 BUY 404710818273837514752 BNB
468 BUY 44389453851425062912 BNB
469 BUY 211170273017054560256 BNB
470 SELL 311320960261124128768 BNB
471 BUY 591475894562841821184 BNB
472 SELL 755035275789632536576 BNB
473 BUY 122303893979002175488 BNB
474 BUY 355993203794849234944 BNB
475 SELL 129844073854448648192 BNB
476 BUY 304158748541522083840 BNB
477 BUY 621082761577046736896 BNB
478 BUY 64390861387735638016 BNB
479 SELL 417336465926586236928 BNB
480 SELL 397855807436775620608 BNB
481 BUY 254578334036119486464 BNB
482 SELL 114220292206227898368 BNB
483 SELL 601248346438776913920 BNB
484 SELL 149779335716757471232 BNB
485 SELL 399655241383050477568 BNB
486 SELL 253138477185671954432 BNB
487 SELL 564267952942347649024 BNB
488 BUY 138823949488054501376 BNB
489 SELL 329216984916150976512 BNB
490 BUY 381940835548070019072 BNB
491 BUY 306852004858246791168 BNB
492 BUY 270485800341135458304 BNB
493 SELL 182546005262691336192 BNB
494 BUY 342358048413461774336 BNB
495 SELL 40299693174350979072 BNB
496 BUY 364697674851697229824 BNB
497 SELL 145885629444706861056 BNB
498 BUY 646759002415758049280 BNB
499 SELL 465790077948910043136 BNB
500 SELL 161621978967221370880 BNB
501 BUY 4385428149056678912 BNB
502 BUY 723184838706787516416 BNB
503 BUY 612280790582557540352 BNB
504 BUY 638611367937912340480 BNB
505 BUY 81079988999692435456 BNB
506 SELL 94516081304009277440 BNB
507 SELL 1024681790840873811968 BNB
508 BUY 194438737248328843264 BNB
509 BUY 379890212175843753984 BNB
510 BUY 343802299290426146816 BNB
511 BUY 207628862267305525248 BNB
512 BUY 542694988399609446400 BNB
513 SELL 296560006349453000704 BNB
514 SELL 380407375555103490048 BNB
515 SELL 423048733053925392384 BNB
516 BUY 290140244766476828672 BNB
517 SELL 347170604263454146560 BNB
518 BUY 151421841727020367872 BNB
519 BUY 292275713583723708416 BNB
520 SELL 363055365940694155264 BNB
521 SELL 108557752838227312640 BNB
522 SELL 71538884484631126016 BNB
523 SELL 227470190570307747840 BNB
524 BUY 171585803999550996480 BNB
525 SELL 50008430687139479552 BNB
526 SELL 493951457322247716864 BNB
527 SELL 195170772029472571392 BNB
528 BUY 18011788614836404224 BNB
529 SELL 508454297663829508096 BNB
530 SELL 395601719638860234752 BNB
531 SELL 776340538621163470848 BNB
532 SELL 280284439659917541376 BNB
533 SELL 344599545313078149120 BNB
534 SELL 9818151281215250432 BNB
535 SELL 803828184301124583424 BNB
536 SELL 428254269583714615296 BNB
537 BUY 870398075915836719104 BNB
538 SELL 415214123990179381248 BNB
539 SELL 266188612820416888832 BNB
540 BUY 1390466020963754967040 BNB
541 BUY 1176730614899523059712 BNB
542 SELL 425832311166537695232 BNB
543 SELL 40243773452504686592 BNB
544 SELL 439678035906312273920 BNB
545 BUY 738702558068780433408 BNB
546 BUY 239968683278642872320 BNB
547 BUY 361912876295395082240 BNB
548 BUY 68047701876381327360 BNB
549 SELL 378374463397187354624 BNB
550 SELL 671084536882492080128 BNB
551 SELL 1012445514786017116160 BNB
552 SELL 114422657786155466752 BNB
553 SELL 401752075167842107392 BNB
554 BUY 86796594593000914944 BNB
555 BUY 210844857190069895168 BNB
556 BUY 234760647858678562816 BNB
557 SELL 289731803852289900544 BNB
558 BUY 383484751383028170752 BNB
559 SELL 191215027419748368384 BNB
560 BUY 240098025749153742848 BNB
561 BUY 65421934726848118784 BNB
562 SELL 486774176311300849664 BNB
563 SELL 564122252432425746432 BNB
564 SELL 280351279187052560384 BNB
565 SELL 156687257883357249536 BNB
566 BUY 386018020615505510400 BNB
567 BUY 230043118310641139712 BNB
568 SELL 400289706266339639296 BNB
569 BUY 1047146510927690596352 BNB
570 SELL 145435733753078235136 BNB
571 BUY 987327693524864991232 BNB
572 BUY 621316611014328320000 BNB
573 BUY 443450791841565638656 BNB
574 SELL 589376412192646955008 BNB
575 SELL 1284134257822574051328 BNB
576 SELL 169622391597516980224 BNB
577 BUY 459802036166500352000 BNB
578 SELL 54442046565822234624 BNB
579 SELL 146495231428190896128 BNB
580 BUY 746279013250958098432 BNB
581 SELL 214382864545401405440 BNB
582 SELL 302620272904376156160 BNB
583 BUY 857978770962174181376 BNB
584 SELL 580530682348122341376 BNB
585 BUY 814659126595553984512 BNB
586 SELL 320392728862429085696 BNB
587 SELL 484998631707880128512 BNB
588 SELL 677143453837496025088 BNB
589 SELL 1195533352773654675456 BNB
590 SELL 48901011000700239872 BNB
591 BUY 458950815210482696192 BNB
592 BUY 50958570519524073472 BNB
593 BUY 130613634363471642624 BNB
594 SELL 343028113021351624704 BNB
595 SELL 230678130528001916928 BNB
596 BUY 63086438500278747136 BNB
597 SELL 112906044584022310912 BNB
598 BUY 1004762728197314576384 BNB
599 BUY 142486166129874616320 BNB
600 BUY 629629809726156963840 BNB
601 SELL 684550418879734874112 BNB
602 SELL 260666117096050589696 BNB
603 BUY 611099443260012756992 BNB
604 BUY 431497500860063154176 BNB
605 SELL 381313451476118667264 BNB
606 SELL 594830119400863563776 BNB
607 BUY 96431166251408277504 BNB
608 BUY 42620769798977560576 BNB
609 SELL 502629554902323429376 BNB
610 SELL 1214692425411401875456 BNB
611 BUY 803456370083193159680 BNB
612 SELL 515768074793813868544 BNB
613 SELL 372774074139393654784 BNB
614 BUY 729117524158020452352 BNB
615 SELL 624654452330832986112 BNB
616 SELL 34425187957400338432 BNB
617 SELL 19366051816206893056 BNB
618 BUY 251852027594679386112 BNB
619 SELL 1028403501049651789824 BNB
620 BUY 911673853614906015744 BNB
621 BUY 86080392590120026112 BNB
622 BUY 387106746678990012416 BNB
623 BUY 470305684091588771840 BNB
624 SELL 432367198369793179648 BNB
625 BUY 279556808720088170496 BNB
626 SELL 185303675111565099008 BNB
627 BUY 103504541949288972288 BNB
628 BUY 187471896923852898304 BNB
629 SELL 253377442572083953664 BNB
630 SELL 732534127582810472448 BNB
631 BUY 741742304801446166528 BNB
632 BUY 185715935236119560192 BNB
633 SELL 658779788812164005888 BNB
634 SELL 227435661754461749248 BNB
635 BUY 768344780376042766336 BNB
636 BUY 147678802429763878912 BNB
637 SELL 608653611923364249600 BNB
638 SELL 284294454514616532992 BNB
639 BUY 866649177006576762880 BNB
640 SELL 513335486922384015360 BNB
641 SELL 126440823037315563520 BNB
642 SELL 156805687232554205184 BNB
643 SELL 111911531925266907136 BNB
644 SELL 994934133425114841088 BNB
645 BUY 901110891503245459456 BNB
646 BUY 318246073302587342848 BNB
647 BUY 195760218496739966976 BNB
648 SELL 980511167983000616960 BNB
649 BUY 260134562550912974848 BNB
650 SELL 241243926858405773312 BNB
651 SELL 885191650536653455360 BNB
652 SELL 339224203336023474176 BNB
653 SELL 828049687997437968384 BNB
654 BUY 239496807577001164800 BNB
655 SELL 204617952647182385152 BNB
656 BUY 211943621528094801920 BNB
657 SELL 201605491565620461568 BNB
658 SELL 1218161299483668774912 BNB
659 BUY 212233203659954585600 BNB
660 BUY 1638642633943818436608 BNB
661 BUY 231969264314633617408 BNB
662 BUY 44439612811191181312 BNB
663 BUY 740456747874282897408 BNB
664 SELL 107521073581570818048 BNB
665 SELL 1399054665072813801472 BNB
666 BUY 665603289828533862400 BNB
667 SELL 185463962100853669888 BNB
668 SELL 1281059006753071955968 BNB
669 BUY 991620245910096838656 BNB
670 SELL 496729531372700893184 BNB
671 BUY 531138393863017005056 BNB
672 BUY 44812962005584265216 BNB
673 BUY 96903507830342270976 BNB
674 SELL 410259432046397685760 BNB
675 SELL 596193335174233587712 BNB
676 SELL 616147840248791957504 BNB
677 BUY 281792425875719356416 BNB
678 SELL 577621245436603203584 BNB
679 SELL 488209918013984866304 BNB
680 SELL 1418197020916013596672 BNB
681 BUY 594135810589090381824 BNB
682 BUY 1511682734184985788416 BNB
683 BUY 426164418082444148736 BNB
684 BUY 440858753831307706368 BNB
685 SELL 96862580198911016960 BNB
686 SELL 1625940700545608581120 BNB
687 BUY 793833593994124328960 BNB
688 BUY 105055308381444767744 BNB
689 BUY 982119054927177842688 BNB
690 SELL 348479273670767738880 BNB
691 SELL 1040248278168714084352 BNB
692 SELL 1153958839455117475840 BNB
693 SELL 392792599694752415744 BNB
694 SELL 770755731019438882816 BNB
695 BUY 1249753012266970382336 BNB
696 SELL 390740395775443206144 BNB
697 BUY 1431461501776699064320 BNB
698 BUY 1017129890375123075072 BNB
699 SELL 838793388140977192960 BNB
700 SELL 387086534235546451968 BNB
701 SELL 173743796372866203648 BNB
702 SELL 521172553615855583232 BNB
703 BUY 1445874764828564258816 BNB
704 SELL 1491490008941756940288 BNB
705 BUY 405446242050566062080 BNB
706 BUY 247677937871856566272 BNB
707 BUY 1490917766593083867136 BNB
708 BUY 1171872968693234663424 BNB
709 BUY 898286231306192289792 BNB
710 SELL 718226474355069550592 BNB
711 BUY 1296945859689199960064 BNB
712 BUY 1314533664638671257600 BNB
713 BUY 702009324523365597184 BNB
714 BUY 90875213793908195328 BNB
715 BUY 438501478832888086528 BNB
716 SELL 335172643417594396672 BNB
717 BUY 429244680895011684352 BNB
718 SELL 750543844028830842880 BNB
719 SELL 459291628798069702656 BNB
720 SELL 954704508245769846784 BNB
721 SELL 28548139159436685312 BNB
722 BUY 994414732662025879552 BNB
723 BUY 7169464289323513856 BNB
724 BUY 155455939295738068992 BNB
725 BUY 260674596295379156992 BNB
726 BUY 549346468019346472960 BNB
727 BUY 42687024205744816128 BNB
728 SELL 861541708175500378112 BNB
729 BUY 195368765738301587456 BNB
730 SELL 571985643481228181504 BNB
731 SELL 23543102625939353600 BNB
732 BUY 319656769324898058240 BNB
733 SELL 332361008410454786048 BNB
734 BUY 1083109199172831674368 BNB
735 SELL 414380956000852180992 BNB
736 SELL 149138660530876219392 BNB
737 BUY 1208859265892991893504 BNB
738 BUY 564094091210292396032 BNB
739 BUY 68833654878275411968 BNB
740 BUY 440061103769330647040 BNB
741 SELL 765806065905617338368 BNB
742 BUY 581468577279989383168 BNB
743 SELL 565454128416287883264 BNB
744 SELL 465055269612457754624 BNB
745 BUY 83040622808235638784 BNB
746 BUY 554708376436068646912 BNB
747 SELL 708553200585149120512 BNB
748 BUY 897091673297389223936 BNB
749 SELL 138606611179824545792 BNB
750 BUY 933750306743604608 BNB
751 SELL 26903767388306731008 BNB
752 BUY 218862918778700988416 BNB
753 SELL 208169889450178740224 BNB
754 BUY 370557823750816137216 BNB
755 SELL 183269441233955160064 BNB
756 SELL 22039601134751137792 BNB
757 BUY 21767035186814611456 BNB
758 SELL 137691709463451844608 BNB
759 SELL 311057887453356687360 BNB
760 BUY 363146369408863371264 BNB
761 SELL 73201407749744246784 BNB
762 SELL 14360933592281071616 BNB
763 BUY 307033344304541990912 BNB
764 SELL 189504782230364061696 BNB
765 SELL 714411753980584787968 BNB
766 BUY 26838004839359201280 BNB
767 BUY 278416673423766028288 BNB
768 BUY 529524664004649811968 BNB
769 SELL 181752952698159792128 BNB
770 BUY 597664238739253100544 BNB
771 SELL 38684921851890974720 BNB
